,date,open,high,low,close,volume,trade_count,vwap,tic,day,macd,boll_ub,boll_lb,rsi_30,cci_30,dx_30,close_30_sma,close_60_sma,vix,turbulence
0,2023-06-26 09:30:00,61.2,61.21,60.5,60.57,766585,9655,60.832903,KO,0,-0.17368352812240317,61.993404154795265,60.95004584520475,25.527603412508327,-298.2388156489956,70.38322381149989,61.584966666666666,61.650135,26.15,98.65831272024472
0,2023-06-26 09:30:00,378.06,379.62,377.53,379.23,173986,3628,378.486676,MA,0,0.6408796396707999,380.4356761149957,378.3302638850043,54.381620518064814,23.821182496482013,4.801291862963772,378.3613133333334,377.51957999999996,26.15,98.65831272024472
0,2023-06-26 09:30:00,333.85,334.91,332.511,334.66,1339273,24662,333.89756,MSFT,0,-0.4037913715687296,337.98687499840247,334.5872450015975,43.25026459823111,-167.43473648125806,49.69063289412172,336.44647333333336,336.61180666666667,26.15,98.65831272024472
0,2023-06-26 09:30:00,424.61,425.77,422.82,423.4749,2669988,37934,424.395587,NVDA,0,-0.9527516841352508,428.270324875076,421.28772512492395,45.17698986372111,-34.3425950338374,13.158348753511092,424.8161166666667,427.973605,26.15,98.65831272024472
0,2023-06-26 09:30:00,250.03,255.16,250.0,254.12,11993724,128359,253.251455,TSLA,0,-1.2864449055500131,263.67065580692497,253.67424419307497,40.70973138310967,-147.57090149783429,41.337309592646655,258.63922,260.0841,26.15,98.65831272024472
0,2023-06-26 09:30:00,478.14,478.14,474.49,476.42,150773,3235,476.563056,UNH,0,-0.5763507496835132,482.5920481083068,476.82907189169316,45.317348045516425,-240.6116279551854,36.44272448301932,479.62870666666663,479.5721933333333,26.15,98.65831272024472
0,2023-06-26 09:30:00,229.44,230.1,229.0,229.71,472319,5015,229.69566,V,0,0.3645987899865588,230.04475602449867,228.57995397550138,58.18778716261173,79.0920460346621,5.9719865401398335,228.8442366666667,228.40860166666667,26.15,98.65831272024472
0,2023-06-26 09:30:00,31.32,31.625,31.26,31.5703,441175,4042,31.405466,WBA,0,-0.04741862537564856,31.733768833494604,31.4892711665054,44.11138264763603,-155.79127174064712,45.470636640493794,31.635323333333336,31.698528333333332,26.15,98.65831272024472
0,2023-06-26 09:30:00,155.65,155.78,155.14,155.28,220486,3222,155.438161,WMT,0,-0.02346662305134828,155.74542040836602,155.36884959163402,47.066110931519034,-125.76485104171253,11.74694680773747,155.55536333333333,155.49924333333334,26.15,98.65831272024472
0,2023-06-26 09:30:00,102.19,103.729,102.19,103.65,788625,7571,103.155253,XOM,0,-0.01213455868736446,102.89375243840021,101.37624756159977,58.79849548578089,198.8814096857734,37.31097480257219,102.24916666666667,102.91174166666666,26.15,98.65831272024472
1,2023-06-26 09:45:00,187.395,187.83,187.21,187.5811,2288511,53385,187.562281,AAPL,0,0.23358152664968657,187.62402330838609,186.40699669161393,58.999582533664714,122.22017873430664,19.205585151475873,186.69950666666668,186.23406166666666,26.2,30.369157154368537
1,2023-06-26 09:45:00,130.18,131.49,129.88,131.2081,3946436,34356,130.713522,AMZN,0,0.17798334356061218,131.05297341154073,129.07035658845928,61.575373997993445,175.5811991689045,18.227108591354707,129.95658,129.08219666666668,26.2,30.369157154368537
1,2023-06-26 09:45:00,28.15,28.17,28.04,28.045,1497175,7318,28.11015,BAC,0,-0.014324822979901342,28.019207326142514,27.571722673857487,49.75393575815322,325.0118757001616,35.633918372402164,27.804716666666668,28.054436666666668,26.2,30.369157154368537
1,2023-06-26 09:45:00,238.015,239.6225,238.015,238.85,117165,2407,238.981953,CAT,0,0.0982085534446071,237.53943378932993,232.31868621067005,56.365059753938475,305.3839240958654,43.64029820577535,234.8678733333333,236.811415,26.2,30.369157154368537
1,2023-06-26 09:45:00,40.255,40.37,40.24,40.295,538291,3375,40.2958,CMCSA,0,-0.06618119131025679,40.48999777600726,40.00610222399274,47.00637845485952,3.095577012123665,16.89407522920218,40.2957,40.40498833333333,26.2,30.369157154368537
1,2023-06-26 09:45:00,523.69,524.0663,522.96,523.41,48386,2029,523.525127,COST,0,0.372828394198109,524.2991900039982,522.1821199960019,52.94272817833472,60.96849862842653,29.98307262780779,522.6542266666667,522.3480383333333,26.2,30.369157154368537
1,2023-06-26 09:45:00,88.38,88.53,88.27,88.46,420425,6337,88.407686,DIS,0,-0.013463293580485924,88.43727545072736,87.81019454927264,50.36395234958848,156.1726004088499,13.453463753466528,88.12979666666666,88.36189833333334,26.2,30.369157154368537
1,2023-06-26 09:45:00,121.17,121.85,121.08,121.75,1195585,18301,121.407555,GOOGL,0,0.005486758775390399,123.0884126225012,121.48434737749876,48.020282562443114,-86.61367604973539,31.00503021534505,122.15975333333333,121.74938833333334,26.2,30.369157154368537
1,2023-06-26 09:45:00,303.78,305.28,303.78,304.77,176344,3621,304.714683,HD,0,0.35817744377402505,303.6028683672094,298.9318916327906,61.869743029705425,381.85894331733755,50.0454040716309,301.17548,301.2030666666667,26.2,30.369157154368537
1,2023-06-26 09:45:00,139.84,139.85,139.11,139.15,251405,5426,139.418588,JPM,0,-0.09519567899189951,139.43244281478485,138.40019718521512,44.361844407854434,164.00855745332785,20.03709954542107,138.88354666666666,139.87035500000002,26.2,30.369157154368537
1,2023-06-26 09:45:00,60.57,60.63,60.39,60.485,636552,12811,60.500063,KO,0,-0.22523076414628918,62.07787882020417,60.74107117979583,24.50785024969288,-318.15582703226914,72.68569668515539,61.539300000000004,61.633218333333325,26.2,30.369157154368537
1,2023-06-26 09:45:00,379.37,379.74,378.7,379.37,100937,2394,379.063934,MA,0,0.5824970236599825,380.276397850294,378.6275421497059,54.82690368104499,43.57783625284734,6.412498598990273,378.45298,377.54807999999997,26.2,30.369157154368537
1,2023-06-26 09:45:00,334.7,335.58,334.0202,335.41,707242,21228,334.913628,MSFT,0,-0.41065286595869566,337.9856259036097,334.5905740963904,46.0024601680005,-95.58450284969005,37.601499384335185,336.33947333333333,336.61514,26.2,30.369157154368537
1,2023-06-26 09:45:00,423.53,427.48,423.47,427.2946,2129531,32553,425.814057,NVDA,0,-0.6377556156664923,428.45650960424274,421.6260003957572,50.65534735920687,54.62943008321795,0.00855946058969584,424.81726999999995,427.899515,26.2,30.369157154368537
1,2023-06-26 09:45:00,254.16,257.1499,253.86,256.55,8950754,121732,255.981112,TSLA,0,-1.2357132854795623,263.67851017706647,253.64338982293356,45.00806916135568,-69.65530940741928,26.70948022566218,258.42455666666666,259.96226666666666,26.2,30.369157154368537
1,2023-06-26 09:45:00,476.31,476.34,473.0,474.37,167653,3858,474.571962,UNH,0,-0.8749918478534937,483.1163056180617,475.69181438193834,41.32747395353809,-308.0896523342337,44.72857004587989,479.44104,479.5220266666667,26.2,30.369157154368537
1,2023-06-26 09:45:00,229.78,230.0025,229.62,229.89,131327,2836,229.805585,V,0,0.3689281435462419,230.0655945258934,228.6911154741066,59.25372236433117,95.67773978282122,5.971986540139822,228.89790333333335,228.4352683333333,26.2,30.369157154368537
1,2023-06-26 09:45:00,31.58,31.58,31.17,31.18,313447,3819,31.34052,WBA,0,-0.07631255596258057,31.810603699808343,31.361936300191648,34.984661684077295,-313.6303823296363,52.10225822639014,31.610489999999995,31.689194999999998,26.2,30.369157154368537
1,2023-06-26 09:45:00,155.3,155.42,155.05,155.24,452334,3472,155.210053,WMT,0,-0.0437838504530248,155.7768156609606,155.3054543390394,46.536153916932484,-223.3977359364677,16.619693739304566,155.53486333333333,155.50341,26.2,30.369157154368537
1,2023-06-26 09:45:00,103.65,103.91,103.54,103.89,522353,6710,103.751183,XOM,0,0.1116829944822939,103.3170876086165,101.14391239138348,60.68745866632874,296.26918189059666,40.94205243275832,102.2715,102.90540833333334,26.2,30.369157154368537
2,2023-06-26 10:00:00,187.585,188.05,187.44,187.81,2370173,65111,187.790726,AAPL,0,0.275538948434388,187.72878479593697,186.438235204063,60.310514523656366,142.47673021136225,25.12682069204159,186.74167333333332,186.28138,26.23,20.300129066028894
2,2023-06-26 10:00:00,131.205,131.41,130.65,130.93,2596753,27097,130.994335,AMZN,0,0.23690809881074415,131.17248441038686,129.0688455896131,59.78316068529431,175.83049734533395,18.22710859135472,129.98491333333334,129.17553,26.23,20.300129066028894
2,2023-06-26 10:00:00,28.045,28.0499,27.9,27.97,1345361,7205,27.969481,BAC,0,-0.0029834623864708476,28.040154959266367,27.566275040733636,47.03155716770028,199.38516715769094,13.821261367081226,27.80455,28.042603333333332,26.23,20.300129066028894
2,2023-06-26 10:00:00,238.89,238.89,237.37,237.67,58884,1471,238.162475,CAT,0,0.26094584078870753,237.95614865219937,232.19497134780062,52.452840449728605,232.80745426188852,33.41675605600038,234.86654,236.71924833333333,26.23,20.300129066028894
2,2023-06-26 10:00:00,40.29,40.436,40.265,40.385,288669,2985,40.359831,CMCSA,0,-0.04648841931467729,40.496645157941394,40.00395484205861,49.635521844376996,50.003956370368876,7.460715648412437,40.28903333333333,40.397405000000006,26.23,20.300129066028894
2,2023-06-26 10:00:00,523.42,524.49,523.13,523.305,47054,1869,523.724236,COST,0,0.33802578620600343,524.3042371738919,522.227212826108,52.57630498022706,71.46678853935711,34.85140550130449,522.6394366666667,522.38779,26.23,20.300129066028894
2,2023-06-26 10:00:00,88.46,88.6,88.31,88.51,445560,6729,88.491026,DIS,0,0.015115852331305746,88.49823569268577,87.80523430731424,51.238437770811906,183.98949394337998,7.5440003400678854,88.12996333333334,88.35789833333335,26.23,20.300129066028894
2,2023-06-26 10:00:00,121.745,122.0,121.42,121.51,1168166,18321,121.642796,GOOGL,0,-0.04612565460959672,123.11556360102203,121.43419639897799,46.4711004631934,-68.6640111938516,26.136962746974667,122.11442000000001,121.75613833333333,26.23,20.300129066028894
2,2023-06-26 10:00:00,304.78,305.3189,304.18,304.7,139612,3268,304.863602,HD,0,0.5705641243364425,304.2407576723388,298.6630023276612,61.57331932942903,315.213860379409,50.31445953763299,301.30848,301.2407333333333,26.23,20.300129066028894
2,2023-06-26 10:00:00,139.13,139.13,138.335,138.5,462115,7762,138.667875,JPM,0,-0.1276148715066654,139.44819824291423,138.35444175708577,39.8268962537466,-59.79135114823731,9.672065006366017,138.85388,139.79943833333334,26.23,20.300129066028894
2,2023-06-26 10:00:00,60.485,60.56,60.43,60.535,445241,14464,60.502099,KO,0,-0.2590614389325552,62.11070305915664,60.592246940843374,26.299406052752857,-259.29673083887855,72.68569668515539,61.499633333333335,61.617885,26.23,20.300129066028894
2,2023-06-26 10:00:00,379.46,379.99,376.7,377.19,107659,2899,378.494007,MA,0,0.35621438121660276,380.6500804726721,378.0381495273279,47.37751828866388,-22.777484472569547,18.240549515800833,378.4636466666667,377.54308000000003,26.23,20.300129066028894
2,2023-06-26 10:00:00,335.395,335.74,334.76,335.67,688559,20679,335.219648,MSFT,0,-0.39060813517068027,337.9868761045677,334.5543238954323,46.925533970175046,-63.749051631960306,34.82197737301941,336.21957333333336,336.6208066666667,26.23,20.300129066028894
2,2023-06-26 10:00:00,427.295,427.64,425.6201,426.72,1481623,27306,426.717362,NVDA,0,-0.42953299090424935,428.595205091265,421.83980490873495,49.87968833996328,83.53062254521177,1.1404886687573175,424.75784000000004,427.8080983333333,26.23,20.300129066028894
2,2023-06-26 10:00:00,256.6,258.37,256.03,256.96,8251764,131323,257.298359,TSLA,0,-1.1491775343077961,263.6742569125439,253.53464308745603,45.69522615703873,-30.621283082143908,18.660217955032895,258.18789333333336,259.84301666666664,26.23,20.300129066028894
2,2023-06-26 10:00:00,474.44,475.78,474.23,475.4,104728,3171,475.010474,UNH,0,-1.0168332569854215,483.0609490041066,475.12717099589344,43.89493234790313,-232.02206262075924,44.728570045879906,479.32404,479.4892766666666,26.23,20.300129066028894
2,2023-06-26 10:00:00,229.9,230.02,228.19,228.37,180081,3991,229.19961,V,0,0.24686221663660035,230.1530049452377,228.54370505476228,48.461338232960884,-2.2763936553945463,32.91220935819848,228.90057,228.43826833333335,26.23,20.300129066028894
2,2023-06-26 10:00:00,31.185,31.375,31.14,31.315,321186,3296,31.269347,WBA,0,-0.08731136134023387,31.8275076744724,31.31753232552761,39.466136586678054,-296.1996348243336,54.09166368395882,31.59149,31.682111666666668,26.23,20.300129066028894
2,2023-06-26 10:00:00,155.245,155.56,155.2,155.4,183839,3407,155.395528,WMT,0,-0.04643941208738056,155.76803833930214,155.29023166069786,48.91627021357829,-105.27317723201335,6.8131067146493445,155.52383333333333,155.51091,26.23,20.300129066028894
2,2023-06-26 10:00:00,103.89,104.01,103.62,103.77,492098,5929,103.864749,XOM,0,0.19784565870943993,103.59707682797091,101.0299231720291,59.28165712836705,275.4886016878776,42.895490052663135,102.28683333333333,102.89674166666666,26.23,20.300129066028894
3,2023-06-26 10:15:00,187.83,188.0,187.62,187.7498,1492076,48966,187.844629,AAPL,0,0.30046924814112685,187.8044190393962,186.48145096060378,59.790401999564374,134.57107397287072,25.126820692041584,186.76766666666668,186.32887666666667,26.18,15.127672911336452
3,2023-06-26 10:15:00,130.93,131.07,130.4,130.92,2176651,23412,130.711746,AMZN,0,0.27957668940484837,131.2697460130856,129.09747398691437,59.718503941684745,128.63489037279365,11.972989883798009,130.01157999999998,129.26736333333332,26.18,15.127672911336452
3,2023-06-26 10:15:00,27.9709,28.05,27.97,28.02,1330913,7258,27.997748,BAC,0,0.009924822550107848,28.0703698282844,27.558560171715605,48.95767787976337,229.27802636352507,13.831842270008018,27.806883333333328,28.03151166666667,26.18,15.127672911336452
3,2023-06-26 10:15:00,237.71,238.4499,236.92,236.92,94559,2070,237.845839,CAT,0,0.3256437628869264,238.17679656652507,232.2113234334749,50.16353437403678,192.50048033108544,26.691790522228377,234.85187333333334,236.61708166666668,26.18,15.127672911336452
3,2023-06-26 10:15:00,40.38,40.455,40.38,40.43,334336,3176,40.419625,CMCSA,0,-0.026940083200592824,40.51433557486088,39.99826442513911,50.89561940542814,98.41109565813231,4.856700895324749,40.28436666666666,40.39053333333333,26.18,15.127672911336452
3,2023-06-26 10:15:00,523.35,524.04,522.7,522.74,35976,1649,523.396864,COST,0,0.2618354148594335,524.2931907675143,522.2532592324858,50.625869689745166,41.324753992137296,25.39287305288892,522.5934366666667,522.4104566666667,26.18,15.127672911336452
3,2023-06-26 10:15:00,88.5,88.75,88.4899,88.59,347053,6317,88.637911,DIS,0,0.043716427021976756,88.57109210409145,87.79137789590852,52.62007179176333,242.70292985789445,3.919622861405117,88.13329666666667,88.35439833333334,26.18,15.127672911336452
3,2023-06-26 10:15:00,121.5,121.57,121.14,121.165,754730,15274,121.357234,GOOGL,0,-0.11355844965926565,123.20025579174644,121.28400420825356,44.34373951111465,-114.7205962443109,31.235694305791945,122.04792,121.758055,26.18,15.127672911336452
3,2023-06-26 10:15:00,304.695,304.76,303.77,304.19,80241,2216,304.21289,HD,0,0.6897780293430742,304.6366572162654,298.5461027837345,59.42738405638685,226.69767184342453,41.714832282709125,301.40814666666665,301.26806666666664,26.18,15.127672911336452
3,2023-06-26 10:15:00,138.51,138.665,137.93,137.99,430019,7405,138.297389,JPM,0,-0.1922439839155743,139.54229158602962,138.17834841397038,36.77548192659373,-206.9830713888106,20.64374488694242,138.80088000000003,139.71960500000003,26.18,15.127672911336452
3,2023-06-26 10:15:00,60.535,60.59,60.49,60.555,359562,11030,60.536276,KO,0,-0.281019244660456,62.11235554686974,60.47559445313026,27.016108376249164,-213.55339027473667,68.60088031267082,61.456133333333334,61.60230166666667,26.18,15.127672911336452
3,2023-06-26 10:15:00,377.155,377.26,375.9,376.795,112209,2833,376.743152,MA,0,0.1433580159836083,380.9669337031571,377.52029629684284,46.20088567238555,-85.09888354298133,25.60970856467346,378.4298133333333,377.52633000000003,26.18,15.127672911336452
3,2023-06-26 10:15:00,335.63,336.11,334.82,335.19,594882,18941,335.415185,MSFT,0,-0.40874279754279996,338.0123129890285,334.4628870109715,45.44195520885006,-62.33917804726325,28.410010496331463,336.0695733333333,336.6269733333333,26.18,15.127672911336452
3,2023-06-26 10:15:00,426.67,426.93,425.31,426.67,1158431,23873,426.177843,NVDA,0,-0.26548924796048823,428.6204207149471,422.22158928505297,49.81102914558648,78.71103774720565,1.2110646639012104,424.6365066666667,427.6910983333334,26.18,15.127672911336452
3,2023-06-26 10:15:00,256.955,257.71,253.86,254.72,8870904,125283,255.546992,TSLA,0,-1.2469722872722855,263.75799657672474,253.0439034232753,42.680979423595026,-78.16869530986544,27.42537626611099,257.85889333333336,259.684515,26.18,15.127672911336452
3,2023-06-26 10:15:00,475.59,476.29,474.84,476.27,69080,2282,475.676314,UNH,0,-1.046973013348179,482.78579790995605,474.8613220900439,45.961168071510656,-172.1611783078945,37.70692852569078,479.22704,479.4761933333333,26.18,15.127672911336452
3,2023-06-26 10:15:00,228.37,228.6,227.74,228.4038,154666,3446,228.210704,V,0,0.15110957057765972,230.20337787522004,228.45721212477991,48.6763763444577,-63.7413872095034,40.28309253554605,228.90136333333334,228.43749833333334,26.18,15.127672911336452
3,2023-06-26 10:15:00,31.315,31.56,31.315,31.415,626604,5815,31.44353,WBA,0,-0.08695644975474792,31.829822628186147,31.30071737181385,42.50309667967724,-137.67253402587266,20.970720022742857,31.575656666666664,31.67752833333333,26.18,15.127672911336452
3,2023-06-26 10:15:00,155.4,155.46,154.9,154.92,153495,2938,155.193686,WMT,0,-0.08628135454063113,155.84290043813786,155.13886956186212,42.978375561155836,-266.2948984351348,21.863761816605464,155.49550000000002,155.51241,26.18,15.127672911336452
3,2023-06-26 10:15:00,103.79,103.99,103.76,103.805,386483,4704,103.86501,XOM,0,0.2658893909818829,103.83865779139192,100.95184220860808,59.5642754721459,261.52429855724046,42.895490052663135,102.30366666666666,102.88899166666667,26.18,15.127672911336452
4,2023-06-26 10:30:00,187.75,187.82,186.96,187.4,1645570,51968,187.358888,AAPL,0,0.288673109755905,187.8263492896966,186.5145207103034,56.84371954788041,80.15150730978313,0.0026769452646018873,186.83066666666667,186.37487666666667,26.26,16.52571519076779
4,2023-06-26 10:30:00,130.91,130.93,129.7,130.06,1901791,21776,130.155838,AMZN,0,0.24121644910789541,131.27062424049632,129.10059575950368,54.47684662731498,35.655460921733834,3.3326226578129297,130.03041333333334,129.34536333333332,26.26,16.52571519076779
4,2023-06-26 10:30:00,28.015,28.04,27.9637,28.035,972868,5641,28.009117,BAC,0,0.021121629009815734,28.100617520894502,27.5533124791055,49.52727470814762,187.7101255809365,12.898342088802995,27.812633333333334,28.020865,26.26,16.52571519076779
4,2023-06-26 10:30:00,236.8575,237.0,235.125,236.18,93963,2209,236.032612,CAT,0,0.3135906390278933,238.26957400749737,232.31154599250257,48.024152687293714,83.9194079522461,4.279159426659501,234.95454,236.506425,26.26,16.52571519076779
4,2023-06-26 10:30:00,40.43,40.5,40.385,40.495,431447,3378,40.450769,CMCSA,0,-0.006132240567609415,40.5445442517681,39.987055748231896,52.665255506465414,117.04849856842375,1.2044316941656414,40.29086666666667,40.385866666666665,26.26,16.52571519076779
4,2023-06-26 10:30:00,522.78,522.9599,521.26,522.14,35177,1979,522.264961,COST,0,0.15129497674047343,524.3544079384039,522.1420420615962,48.64346617731483,-37.273489408027686,0.22705822256472255,522.6671033333333,522.4227066666666,26.26,16.52571519076779
4,2023-06-26 10:30:00,88.6,88.73,88.41,88.6793,280252,4878,88.589789,DIS,0,0.0727497385086906,88.65484160449336,87.77355839550663,54.12118125780939,208.18232935556583,2.02688307682679,88.15027333333333,88.35488666666667,26.26,16.52571519076779
4,2023-06-26 10:30:00,121.16,121.19,120.54,120.6741,1385769,21026,120.780752,GOOGL,0,-0.20425641216644408,123.36185827327563,120.99581172672433,41.54432549557518,-172.72884101168208,40.62429147965815,122.01839,121.75295666666666,26.26,16.52571519076779
4,2023-06-26 10:30:00,304.145,304.4,303.5,304.285,66737,2096,303.917396,HD,0,0.7828968662645934,305.00966773444054,298.46958226555944,59.69804578012056,183.60589297990057,36.22839873923799,301.5683133333333,301.30764999999997,26.26,16.52571519076779
4,2023-06-26 10:30:00,137.9808,138.06,137.8,137.88,336019,6774,137.944965,JPM,0,-0.24946344253893926,139.62267149652368,138.0009685034763,36.157369728411425,-278.04300553614655,23.818797277242464,138.77321333333333,139.63993833333333,26.26,16.52571519076779
4,2023-06-26 10:30:00,60.56,60.625,60.4594,60.5567,459782,12060,60.565349,KO,0,-0.29488454265628405,62.09617303032736,60.378446969672645,27.078462592306252,-186.87490873933382,63.76962475760308,61.41404,61.58799666666666,26.26,16.52571519076779
4,2023-06-26 10:30:00,376.845,377.06,376.08,376.31,99603,2323,376.564729,MA,0,-0.06373295980847615,381.27930431448897,377.00392568551104,44.788027995510284,-103.98496919176611,25.60970856467345,378.50748,377.5027816666667,26.26,16.52571519076779
4,2023-06-26 10:30:00,335.19,335.28,332.77,333.645,639918,19418,333.865346,MSFT,0,-0.541540692021897,338.23014735594785,333.98955264405214,41.11382993524322,-191.99781037871927,44.143360791137646,336.01974,336.6105566666667,26.26,16.52571519076779
4,2023-06-26 10:30:00,426.665,426.8,418.8,419.62,2633910,43334,421.95605,NVDA,0,-0.696332591831208,429.2890832912091,421.09592670879084,41.482277151254834,-126.13483737865914,35.08254558457666,424.5105033333333,427.457105,26.26,16.52571519076779
4,2023-06-26 10:30:00,254.73,255.1,251.7701,252.76,9377108,124894,253.002992,TSLA,0,-1.4657348739279428,263.9433752665666,252.17652473343333,40.276134583428586,-138.43893476459235,34.672749205768014,257.7202266666667,259.508255,26.26,16.52571519076779
4,2023-06-26 10:30:00,476.25,477.285,475.89,477.285,144543,2746,476.515055,UNH,0,-0.9776868052182408,482.4293702964271,474.80024970357294,48.260846649489174,-109.63285449345001,25.053801151323974,479.1508733333333,479.4789016666666,26.26,16.52571519076779
4,2023-06-26 10:30:00,228.49,228.585,227.46,227.75,135647,3576,228.025997,V,0,0.022212659043390204,230.37140557634615,228.2006844236538,44.92554826655917,-105.66160060126909,44.34987895895517,228.93152999999998,228.42549833333337,26.26,16.52571519076779
4,2023-06-26 10:30:00,31.415,31.61,31.28,31.325,472517,4642,31.474345,WBA,0,-0.09286691560937044,31.835847116412126,31.266692883587872,40.60638721832514,-142.6053496493206,13.897767525007671,31.56999,31.671778333333336,26.26,16.52571519076779
4,2023-06-26 10:30:00,154.91,154.93,154.32,154.48,129791,2999,154.644915,WMT,0,-0.15161300341949868,156.0094740732748,154.8662959267252,38.54181869127019,-423.8075070976782,41.41780754372659,155.4675,155.50857666666667,26.26,16.52571519076779
4,2023-06-26 10:30:00,103.805,103.81,103.38,103.66,335251,4312,103.613614,XOM,0,0.3046029773379644,104.01459187907419,100.93590812092582,57.84363919502903,185.31575396314187,24.949525809114224,102.348,102.87932500000001,26.26,16.52571519076779
5,2023-06-26 10:45:00,187.4,187.84,187.38,187.62,1580106,15871,187.652498,AAPL,0,0.2936912564939007,187.88025034199833,186.52861965800165,58.18452279559997,108.04105369913846,0.6488716865529458,186.90866666666668,186.42679333333336,26.16,6.626805118881466
5,2023-06-26 10:45:00,130.06,130.82,130.03,130.7565,1814414,15509,130.488218,AMZN,0,0.26397447794522577,131.30705386304217,129.09181613695782,57.59516871672407,79.06345973020134,3.3326226578129248,130.08835666666667,129.43964,26.16,6.626805118881466
5,2023-06-26 10:45:00,28.03,28.15,28.0,28.14,1688560,5074,28.083006,BAC,0,0.03802942177443569,28.150559115805926,27.536360884194075,53.30096569935846,212.37938225967295,24.460538859213912,27.824446666666667,28.012576666666668,26.16,6.626805118881466
5,2023-06-26 10:45:00,236.17,237.2,236.0,237.11,50449,1235,236.825753,CAT,0,0.37476166006106837,238.48274245894765,232.34987754105236,50.75463872078058,117.39303668187323,6.254420056479996,235.03687333333332,236.418425,26.16,6.626805118881466
5,2023-06-26 10:45:00,40.49,40.4966,40.42,40.425,359937,2361,40.457151,CMCSA,0,0.004656037741050056,40.54555051345937,39.98664948654062,50.63242846054731,106.50086016820032,1.2044316941656428,40.290033333333334,40.381033333333335,26.16,6.626805118881466
5,2023-06-26 10:45:00,522.02,522.97,522.01,522.38,28386,1214,522.589419,COST,0,0.08211036024567875,524.3857317921031,522.0597182078968,49.46234176453564,-19.024637600312253,0.376964731609863,522.7174366666667,522.4491116666667,26.16,6.626805118881466
5,2023-06-26 10:45:00,88.67,88.81,88.6201,88.81,298110,4248,88.708504,DIS,0,0.10509378894975896,88.75974130997591,87.73074869002409,56.221227838405106,230.65800877111903,3.8611484717751674,88.16694,88.35533833333334,26.16,6.626805118881466
5,2023-06-26 10:45:00,120.67,121.12,120.65,121.05,647790,8612,120.956797,GOOGL,0,-0.24300203621433525,123.39130735243266,120.83136264756736,44.32834028215153,-145.79933227251465,40.624291479658154,122.00322333333334,121.75762333333334,26.16,6.626805118881466
5,2023-06-26 10:45:00,304.24,304.65,303.99,304.13,74643,1865,304.370607,HD,0,0.8345666460034522,305.30716677525396,298.432583224746,59.03335046843609,167.88740074737953,38.58188276761014,301.6482533333334,301.35731666666663,26.16,6.626805118881466
5,2023-06-26 10:45:00,137.85,138.31,137.69,138.25,295821,4729,137.969056,JPM,0,-0.2619349449641959,139.621306466378,137.931333533622,39.68487345080157,-198.4342877077182,14.408799682269823,138.75704666666667,139.5686883333333,26.16,6.626805118881466
